0.13524,0.69392,0.8753
0.14958,0.83472,0.71912
-0.070182,0.784,0.81585
0.35143,0.65723,0.84663
0.093633,0.88645,0.88525
0.22832,0.86575,0.74099
0.20799,0.80243,0.79823
0.17113,0.77734,0.70309
0.23594,0.83659,0.83033
0.24093,0.81411,0.75782
0.12296,0.67713,0.77727
0.16103,0.84809,0.76251
0.19926,0.79743,0.78878
0.18792,0.72204,0.8379
0.38762,0.95008,0.8838
0.19532,0.79561,0.78782
0.22289,0.87291,0.7077
0.18286,0.80456,0.72695
0.20242,0.7898,0.79429
0.2308,0.7279,0.86273
0.13741,0.82557,0.84489
0.1152,0.70665,0.67801
0.10239,0.80851,0.71596
0.21242,0.82776,0.7431
0.21372,0.79411,0.79462
0.12174,0.84305,0.72056
0.22679,0.73962,0.84639
0.183,0.78184,0.77781
0.17012,0.83392,0.77969
0.23521,0.80419,0.8471
0.1596,0.84433,0.70162
-0.30664,0.84431,0.37691
0.1986,0.88552,0.73051
-0.055542,0.77706,0.69646
0.069548,0.69326,0.77347
0.24999,0.79487,0.71531
0.21289,0.77486,0.81322
0.35364,0.84247,0.73972
0.17524,0.65312,0.7844
0.17059,0.78156,0.75613
0.31118,0.79115,0.94229
0.21174,0.78928,0.79597
0.21941,0.78654,0.81444
0.18024,0.77394,0.85125
0.19685,0.77693,0.8045
0.32185,0.82529,0.86217
0.093915,0.869,0.74826
0.1725,0.7731,0.80135
0.42494,0.94323,0.84518
0.16198,0.81441,0.80327
0.21125,0.78791,0.80061
0.21494,0.78132,0.8179
0.12721,0.74759,0.86044
0.30739,0.78141,0.86633
0.18956,0.70773,0.74272
0.21359,0.90663,0.66191
0.24911,0.76914,0.82055
0.22117,0.83848,0.88958
0.26782,0.69926,0.80685
0.13843,0.74938,0.81971
0.20173,0.78629,0.83479
0.20166,0.80034,0.79311
0.2285,0.87329,0.73086
0.16495,0.82668,0.7383
0.23907,0.8603,0.86552
0.23632,0.82847,0.80753
0.18348,0.79755,0.79997
0.19689,0.79688,0.79054
0.16636,0.68278,0.68838
0.4125,0.67219,0.67698
0.25905,0.95925,0.90872
0.29661,0.75644,0.7958
0.16127,0.86628,0.75817
0.30653,0.66193,0.69407
0.19707,0.79805,0.79008
0.19652,0.79949,0.78948
0.18812,0.77534,0.78755
0.21128,0.78698,0.80012
0.27712,0.75606,0.73043
0.20341,0.79241,0.8052
0.15652,0.80464,0.81185
0.16022,0.86892,0.69165
0.1313,0.79933,0.78983
0.2089,0.78627,0.72078
0.26013,0.6616,0.884
0.1946,0.82409,0.81515
0.25475,0.76614,0.86551
0.16409,0.8789,0.74275
0.073524,0.84006,0.7503
0.16564,0.87768,0.77971
0.096366,0.9037,0.68831
0.18254,0.80913,0.77797
0.26935,0.69288,0.79375
0.19216,0.78093,0.78804
0.33082,0.85176,0.76602
0.16661,0.78621,0.80388
0.1506,0.83164,0.78281
0.22201,0.78375,0.78811
0.19493,0.78722,0.81557
0.26764,0.7581,0.77314
0.11331,0.80799,0.8881
0.30628,0.87148,0.80516
0.18257,0.84929,0.72756
0.20482,0.80724,0.7984
0.21388,0.71763,0.86859
0.14615,1.0634,1.0468
0.25767,0.7775,0.73128
0.19213,0.75041,0.79349
0.19446,0.80866,0.78283
0.15654,0.96258,0.79634
0.17733,0.76135,0.77198
0.039259,0.91781,0.77105
0.14423,0.85555,0.89789
0.27163,0.83101,0.80344
0.20516,0.83764,0.8628
0.24077,0.71905,0.66143
0.14759,0.73041,0.72534
0.16139,0.73306,0.73838
0.21528,0.77179,0.74207
0.16934,0.82629,0.76082
0.22835,0.80014,0.73435
0.1966,0.79769,0.79076
0.23528,0.72848,0.82319
0.2973,0.82659,0.887
0.24297,0.75136,0.85243
0.2533,0.75257,0.66517
0.1984,0.80018,0.78867
0.11818,0.88719,0.81183
0.23071,0.77751,0.77926
0.20954,0.72362,0.91231
0.21829,0.74471,0.71623
0.34132,0.88231,0.68902
0.23328,0.83584,0.74995
0.21635,0.7791,0.73675
0.21348,0.72161,0.7975
0.20023,0.77275,0.83566
0.1611,0.75763,0.86218
0.19184,0.79927,0.77187
0.239,0.76891,0.7319
0.29499,0.80692,0.8726
0.18074,0.78812,0.78472
0.18546,0.79465,0.81724
0.12487,0.78998,0.83068
0.19161,0.80038,0.7924
0.20207,0.755,0.84894
0.29354,0.80706,0.86075
0.23915,0.82986,0.75878
0.3216,0.72809,1.0519
0.10727,0.79497,0.74582
0.12257,0.71497,0.83999
0.21277,0.78544,0.79156
0.23204,0.73521,0.72585
0.24131,0.7908,0.72736
0.17769,0.66518,0.73194
0.21421,0.84202,0.74823
0.12781,0.80472,0.84554
0.37186,0.90769,0.83743
0.19836,0.79494,0.78935
0.086818,0.86984,0.92121
0.22,0.71441,0.80679
0.075225,0.83572,0.91301
0.24965,0.88967,0.84801
0.20017,0.78319,0.79185
0.29995,0.65461,0.85046
0.12691,0.71846,0.74507
0.14492,0.92909,0.78154
0.17884,0.75219,0.74457
0.2433,0.79471,0.77675
0.2689,0.66512,0.90733
0.25955,0.82919,0.83799
0.26043,0.78285,0.86876
0.20889,0.78568,0.8095
0.21042,0.77546,0.8104
0.21799,0.78228,0.83411
0.19441,0.79573,0.78858
0.18907,0.79441,0.80321
0.14853,0.82047,0.79669
0.21672,0.77277,0.81353
0.26827,0.92691,0.54348
0.32771,0.9171,0.73441
0.24036,0.80592,0.83794
0.23092,0.77132,0.85777
0.1583,0.80109,0.73633
0.2362,0.78756,0.71328
0.14592,0.86868,0.86867
0.09601,1.2091,0.59455
0.14549,0.87903,0.85237
0.21099,0.74152,0.70233
0.16379,0.79158,0.77563
0.30191,0.76142,0.86782
0.33742,0.8837,0.87416
0.16047,0.7137,0.99076
0.1986,0.79261,0.79059
0.07261,0.94478,0.63375
0.31314,0.63149,0.64025
0.20386,0.82067,0.78282
0.224,0.86414,0.91638
0.19331,0.77647,0.78789
0.24806,0.7331,0.8221
0.21503,0.84048,0.90046
0.41566,0.80172,0.79397
0.19036,0.77985,0.76908
0.18719,0.82298,0.81792
0.18009,0.75256,0.74984
0.14025,0.73667,0.75118
0.44634,0.85966,0.76995
0.057012,0.73069,0.62974
0.17478,0.90301,0.74396
0.12973,0.73856,0.74433
0.19104,0.79002,0.80143
0.28185,0.75414,0.80891
0.16588,0.76907,0.76251
0.13244,0.76955,0.68209
0.21321,0.75997,0.81372
0.17292,0.82339,0.81093
0.47905,0.87183,0.87004
0.20502,0.80023,0.7737
0.23969,0.85398,0.71414
0.18669,0.80685,0.79105
0.20726,0.76354,0.82359
0.3012,0.98122,0.52491
0.26424,0.78592,0.66204
0.2094,0.83163,0.78308
0.20032,0.80406,0.7852
0.20106,0.74101,0.81852
0.11653,0.8622,0.85975
0.19546,0.90293,0.87455
0.2406,0.86172,0.58181
0.16258,0.84016,0.78302
0.18555,0.78977,0.77731
0.20362,0.70985,0.74336
0.24827,0.85045,0.78587
0.23767,0.75329,0.75775
0.21299,0.78633,0.80101
0.2106,0.80158,0.79834
0.15801,0.7708,0.72556
0.2562,0.73342,0.86363
0.15068,0.7584,0.83772
0.19503,0.94311,0.81072
0.22796,0.73703,0.82172
0.23302,0.81394,0.85147
0.16276,0.85316,0.83628
0.21871,0.8706,0.85311
0.064205,0.91217,0.88412
0.19816,0.84466,0.74491
